0,1.35,2.04
1,1.29,2.1
2,1.27,2.18
3,1.27,2.34
4,1.28,2.43
5,1.3,2.5
6,1.32,2.59
7,1.36,2.66
8,1.39,2.73
9,1.42,2.81
10,1.45,2.88
11,1.49,2.95
12,1.53,3.02
13,1.57,3.09
14,1.61,3.16
15,1.65,3.22
16,1.69,3.29
17,1.73,3.35
18,1.77,3.42
19,1.81,3.48
20,1.85,3.54
21,1.89,3.6
22,1.93,3.66
23,1.98,3.71
24,2.02,3.77
25,2.06,3.83
26,2.1,3.89
27,2.14,3.95
28,2.18,4
29,2.22,4.05
30,2.27,4.11
